Gene,Avg_TPM,Group
OR1L4,0.18333333333333335,Without Neoantigen
OR1L8,0.18571428571428567,With Neoantigen
OR1M1,,With Neoantigen
OR1Q1,0.576,With Neoantigen
OR1S1,,With Neoantigen
OR1S2,0.1,With Neoantigen
OR2A1,0.10000000000000002,Without Neoantigen
OR2A12,1.2166666666666666,With Neoantigen
OR2A14,0.43333333333333335,Without Neoantigen
OR2A2,0.6555555555555556,With Neoantigen
OR2A25,0.5571428571428572,With Neoantigen
OR2A5,1.1500000000000001,Without Neoantigen
OR2AE1,0.27368421052631575,Without Neoantigen
OR2AG1,0.13333333333333333,With Neoantigen
OR2AG2,0.4277777777777778,Without Neoantigen
OR2AJ1,0.35000000000000003,With Neoantigen
OR2AK2,0.3166666666666667,With Neoantigen
OR2AT4,0.125,Without Neoantigen
OR2B11,0.3,With Neoantigen
OR2B3,0.13333333333333333,With Neoantigen
OR2C1,0.16,Without Neoantigen
OR2C3,0.9,With Neoantigen
OR2D2,0.1888888888888889,Without Neoantigen
OR2D3,0.14285714285714285,With Neoantigen
OR2F2,0.3,With Neoantigen
OR2G2,,With Neoantigen
OR2G3,,Without Neoantigen
OR2G6,0.1,With Neoantigen
OR2H1,0.1,With Neoantigen
OR2H2,0.22307692307692306,With Neoantigen
OR2J1,,With Neoantigen
OR2J2,,With Neoantigen
OR2J3,0.13333333333333333,With Neoantigen
OR2K2,0.1875,Without Neoantigen
OR2L13,0.75,Without Neoantigen
OR2L2,0.28,Without Neoantigen
OR2L3,0.30000000000000004,With Neoantigen
OR2L5,0.17500000000000002,With Neoantigen
OR2L8,0.25,With Neoantigen
OR2M2,0.55,With Neoantigen
OR2M3,0.45,With Neoantigen
OR2M4,0.6166666666666667,With Neoantigen
OR2M5,0.3,Without Neoantigen
OR2M7,0.1,Without Neoantigen
OR2S2,0.875,Without Neoantigen
OR2T1,,With Neoantigen
OR2T10,0.1,Without Neoantigen
OR2T11,0.1,With Neoantigen
OR2T12,0.5,With Neoantigen
OR2T2,0.1,Without Neoantigen
OR2T27,0.1,With Neoantigen
OR2T3,0.1,With Neoantigen
OR2T33,0.17142857142857143,With Neoantigen
OR2T34,0.15000000000000002,Without Neoantigen
OR2T4,0.2,With Neoantigen
OR2T6,,With Neoantigen
OR2T7,,With Neoantigen
OR2T8,2.018181818181819,With Neoantigen
OR2V1,0.15000000000000002,Without Neoantigen
OR2V2,0.1,Without Neoantigen
OR2W1,0.3,Without Neoantigen
OR2W3,9.943749999999998,Without Neoantigen
OR2Y1,,With Neoantigen
OR3A2,2.783333333333333,Without Neoantigen
OR4A15,,With Neoantigen
OR4A16,0.15000000000000002,With Neoantigen
OR4A5,,With Neoantigen
OR4B1,0.3,Without Neoantigen
OR4C11,,With Neoantigen
OR4C12,,Without Neoantigen
OR4C13,,Without Neoantigen
OR4C15,,With Neoantigen
OR4C16,,Without Neoantigen
OR4C3,0.1,With Neoantigen
OR4C46,,With Neoantigen
OR4C5,,With Neoantigen
OR4C6,0.1,With Neoantigen
OR4D1,0.21538461538461545,Without Neoantigen
OR4D10,0.15000000000000002,Without Neoantigen
OR4D11,,With Neoantigen
OR4D2,0.1,Without Neoantigen
OR4D5,0.29999999999999993,With Neoantigen
OR4D6,0.1,With Neoantigen
OR4E2,,With Neoantigen
OR4F15,0.10000000000000002,With Neoantigen
OR4F17,,Without Neoantigen
OR4K1,0.1,Without Neoantigen
OR4K13,,With Neoantigen
OR4K14,0.1,With Neoantigen
OR4K15,,With Neoantigen
OR4K17,,With Neoantigen
OR4K2,,With Neoantigen
OR4K5,,Without Neoantigen
OR4L1,0.1,Without Neoantigen
OR4M1,,Without Neoantigen
OR4M2,,With Neoantigen
OR4N2,0.2,With Neoantigen
OR4N5,,With Neoantigen
OR4P4,,With Neoantigen
OR4Q3,,With Neoantigen
OR4S1,,With Neoantigen
OR4S2,,Without Neoantigen
OR4X1,,With Neoantigen
OR4X2,0.1,With Neoantigen
OR51A4,0.3,With Neoantigen
OR51A7,0.2,Without Neoantigen
OR51B2,0.9846153846153847,Without Neoantigen
OR51B4,2.5210526315789474,With Neoantigen
OR51B5,1.1600000000000001,With Neoantigen
OR51B6,0.5142857142857143,With Neoantigen
OR51D1,0.375,Without Neoantigen
OR51E1,16.18,With Neoantigen
OR51E2,43.096000000000004,With Neoantigen
OR51F1,0.4,With Neoantigen
OR51I1,0.15714285714285717,With Neoantigen
OR51I2,0.12000000000000002,Without Neoantigen
OR51L1,0.7,With Neoantigen
OR51M1,0.16999999999999998,With Neoantigen
OR51Q1,0.19000000000000003,With Neoantigen
OR51S1,0.5846153846153845,With Neoantigen
OR51T1,0.8470588235294118,Without Neoantigen
OR51V1,0.1,Without Neoantigen
OR52A1,0.15000000000000002,With Neoantigen
OR52A5,0.1625,Without Neoantigen
OR52B2,0.16363636363636366,With Neoantigen
OR52B4,0.2,With Neoantigen
OR52D1,0.2857142857142857,Without Neoantigen
OR52E2,0.20000000000000004,With Neoantigen
OR52E4,0.33749999999999997,With Neoantigen
OR52E6,0.6866666666666668,Without Neoantigen
OR52H1,0.15555555555555556,With Neoantigen
OR52I2,0.15000000000000002,With Neoantigen
OR52J3,0.15999999999999998,With Neoantigen
OR52K1,,With Neoantigen
OR52K2,0.2,Without Neoantigen
OR52L1,0.2538461538461539,With Neoantigen
OR52M1,0.13333333333333333,With Neoantigen
OR52N1,0.23333333333333334,Without Neoantigen
OR52N2,0.26666666666666666,With Neoantigen
OR52N5,0.5571428571428572,With Neoantigen
OR52R1,0.6857142857142857,With Neoantigen
OR52W1,0.31562499999999993,Without Neoantigen
OR56A1,0.16666666666666666,With Neoantigen
OR56A3,2.292307692307692,With Neoantigen
OR56A4,0.24285714285714285,Without Neoantigen
OR56B1,0.2,With Neoantigen
OR56B3P,0.15000000000000002,Without Neoantigen
OR56B4,0.35200000000000004,With Neoantigen
OR5A1,0.13333333333333333,Without Neoantigen
OR5A2,,With Neoantigen
OR5AC2,0.1,With Neoantigen
OR5AK2,0.6,With Neoantigen
OR5AN1,,Without Neoantigen
OR5AP2,,With Neoantigen
OR5AR1,,With Neoantigen
OR5AS1,,With Neoantigen
OR5AU1,,Without Neoantigen
OR5B12,0.1,With Neoantigen
OR5B17,,Without Neoantigen
OR5B2,0.10000000000000002,Without Neoantigen
OR5B3,,With Neoantigen
OR5C1,0.18181818181818185,Without Neoantigen
OR5D13,,With Neoantigen
OR5D14,,With Neoantigen
OR5D16,,With Neoantigen
OR5D18,,Without Neoantigen
OR5F1,,With Neoantigen
OR5H1,,With Neoantigen
OR5H14,,Without Neoantigen
OR5H15,,With Neoantigen
OR5H2,0.1,With Neoantigen
OR5H6,0.1,With Neoantigen
OR5I1,,With Neoantigen
OR5J2,,Without Neoantigen
OR5K1,0.1,With Neoantigen
OR5K2,0.18947368421052632,Without Neoantigen
OR5K3,,With Neoantigen
OR5K4,,With Neoantigen
OR5L1,,Without Neoantigen
OR5L2,,With Neoantigen
OR5M1,,Without Neoantigen
OR5M10,,With Neoantigen
OR5M11,0.3,Without Neoantigen
OR5M3,,With Neoantigen
OR5M8,0.1,With Neoantigen
OR5P2,,Without Neoantigen
OR5P3,0.15000000000000002,Without Neoantigen
OR5T1,,With Neoantigen
OR5T2,,With Neoantigen
OR5T3,,Without Neoantigen
OR5V1,0.1,With Neoantigen
OR5W2,,With Neoantigen
OR6A2,0.1285714285714286,With Neoantigen
OR6B1,0.5,Without Neoantigen
OR6B2,0.15555555555555556,Without Neoantigen
OR6C1,,With Neoantigen
OR6C2,0.1,With Neoantigen
OR6C3,0.1,Without Neoantigen
OR6C4,0.1,With Neoantigen
OR6C6,,Without Neoantigen
OR6C65,0.1,With Neoantigen
OR6C70,0.1,With Neoantigen
OR6C74,0.1,With Neoantigen
OR6C75,,With Neoantigen
OR6F1,0.16666666666666666,With Neoantigen
OR6K2,,Without Neoantigen
OR6K3,0.1,With Neoantigen
OR6K6,0.10000000000000002,With Neoantigen
OR6M1,0.375,With Neoantigen
OR6N1,,With Neoantigen
OR6N2,,With Neoantigen
OR6P1,0.1,With Neoantigen
OR6Q1,0.1,With Neoantigen
OR6S1,,Without Neoantigen
OR6T1,0.21000000000000002,With Neoantigen
OR6X1,0.1,Without Neoantigen
OR6Y1,,With Neoantigen
OR7A17,,Without Neoantigen
OR7A5,0.2,Without Neoantigen
OR7C1,0.15,Without Neoantigen
OR7D4,,With Neoantigen
OR7E24,0.1,With Neoantigen
OR7G2,,Without Neoantigen
OR7G3,0.1,Without Neoantigen
OR8A1,0.6666666666666666,With Neoantigen
OR8B2,0.125,Without Neoantigen
OR8B3,0.10000000000000002,With Neoantigen
OR8B4,0.2,With Neoantigen
OR8B8,0.1,With Neoantigen
OR8D1,0.2,Without Neoantigen
OR8D2,0.28,With Neoantigen
OR8D4,0.16666666666666666,Without Neoantigen
OR8G5,1.0636363636363635,With Neoantigen
OR8H1,,With Neoantigen
OR8H2,,With Neoantigen
OR8H3,,With Neoantigen
OR8I2,,With Neoantigen
OR8J1,,Without Neoantigen
OR8J3,,With Neoantigen
OR8K1,,With Neoantigen
OR8K3,,Without Neoantigen
OR8K5,0.1,With Neoantigen
OR8U1,,With Neoantigen
OR9A2,0.15384615384615385,With Neoantigen
OR9A4,0.21428571428571427,Without Neoantigen
OR9G1,,With Neoantigen
OR9G4,0.4,With Neoantigen
OR9I1,0.2,Without Neoantigen
OR9K2,0.125,Without Neoantigen
OR9Q1,0.2,With Neoantigen
OR9Q2,,Without Neoantigen
ORAI1,20.08108108108108,With Neoantigen
ORAI2,23.2972972972973,Without Neoantigen
ORAI3,1.8243243243243248,Without Neoantigen
ORC1,47.78378378378378,Without Neoantigen
ORC2,33.108108108108105,Without Neoantigen
ORC5,31.783783783783782,Without Neoantigen
ORM2,0.38800000000000007,With Neoantigen
ORMDL1,63.83783783783784,Without Neoantigen
ORMDL2,25.0,With Neoantigen
ORMDL3,73.94594594594595,Without Neoantigen
OSBP,94.51351351351352,With Neoantigen
OSBPL10,4.0162162162162165,Without Neoantigen
OSBPL11,38.513513513513516,Without Neoantigen
OSBPL1A,20.972972972972972,Without Neoantigen
OSBPL2,20.135135135135137,Without Neoantigen
OSBPL3,18.14324324324324,With Neoantigen
OSBPL5,9.548648648648648,Without Neoantigen
OSBPL6,10.54054054054054,Without Neoantigen
OSBPL7,11.891891891891891,Without Neoantigen
OSBPL8,50.62162162162162,Without Neoantigen
OSCAR,1.5266666666666666,Without Neoantigen
OSCP1,12.04054054054054,With Neoantigen
OSGEPL1,15.945945945945946,Without Neoantigen
OSM,0.15,With Neoantigen
OSMR,11.486486486486486,With Neoantigen
OSR2,6.783333333333333,With Neoantigen
OSTC,141.45945945945945,Without Neoantigen
OSTN,2.8055555555555554,With Neoantigen
OTC,0.26842105263157895,Without Neoantigen
OTOA,0.5888888888888889,Without Neoantigen
OTOF,0.6827586206896552,With Neoantigen
OTOG,0.6869565217391305,With Neoantigen
OTOGL,2.2357142857142858,With Neoantigen
OTOL1,0.15,With Neoantigen
OTOP1,0.3375,With Neoantigen
OTOP2,0.30666666666666653,With Neoantigen
OTOP3,3.047058823529412,With Neoantigen
OTOR,0.48235294117647054,With Neoantigen
OTP,0.7862068965517242,Without Neoantigen
OTUD3,38.16216216216216,Without Neoantigen
OTUD4,31.16216216216216,Without Neoantigen
OTUD6A,0.1,Without Neoantigen
OTUD6B,45.945945945945944,Without Neoantigen
OTUD7B,16.027027027027028,Without Neoantigen
OTX1,2.8162162162162163,With Neoantigen
OVCH1,0.5166666666666667,With Neoantigen
OVCH1-AS1,0.29583333333333334,With Neoantigen
OVGP1,4.0162162162162165,With Neoantigen
OVOL1,1.8516129032258064,Without Neoantigen
OVOL2,29.254054054054055,Without Neoantigen
OXA1L,84.48648648648648,With Neoantigen
OXCT1,119.32972972972972,Without Neoantigen
OXCT2,8.786486486486487,Without Neoantigen
OXER1,1.0228571428571431,Without Neoantigen
OXR1,30.572972972972973,With Neoantigen
OXSR1,51.86486486486486,Without Neoantigen
OXT,0.4666666666666667,With Neoantigen
P2RX1,0.6625,Without Neoantigen
P2RX2,2.386111111111111,Without Neoantigen
P2RX3,4.403124999999999,Without Neoantigen
P2RX5,2.2199999999999993,Without Neoantigen
P2RX6,1.5499999999999998,With Neoantigen
P2RX7,1.734375,With Neoantigen
P2RY1,4.689655172413793,With Neoantigen
P2RY10,0.13333333333333336,Without Neoantigen
P2RY11,13.837837837837839,Without Neoantigen
P2RY12,1.0482758620689656,Without Neoantigen
P2RY6,2.908,With Neoantigen
P2RY8,3.288888888888889,With Neoantigen
P4HA2,11.191891891891892,With Neoantigen
P4HA3,2.391891891891892,With Neoantigen
P4HB,376.1081081081081,Without Neoantigen
PA2G4,182.48648648648648,Without Neoantigen
PAAF1,16.45945945945946,Without Neoantigen
PABPC1,733.8918918918919,With Neoantigen
PABPC1L,53.32432432432432,With Neoantigen
PABPC3,0.39677419354838706,With Neoantigen
PABPC4L,12.273333333333335,With Neoantigen
PABPC5,9.541176470588235,With Neoantigen
PABPN1,119.10810810810811,Without Neoantigen
PABPN1L,2.6444444444444453,Without Neoantigen
PACRG,4.119354838709677,Without Neoantigen
PACS1,24.43243243243243,Without Neoantigen
PACS2,38.270270270270274,Without Neoantigen
PACSIN1,15.008108108108107,With Neoantigen
PACSIN3,17.72972972972973,With Neoantigen
PADI2,8.040625,Without Neoantigen
PADI3,1.1666666666666667,Without Neoantigen
PADI4,0.1388888888888889,Without Neoantigen
PAEP,0.9666666666666668,With Neoantigen
PAFAH1B2,72.62162162162163,Without Neoantigen
PAFAH2,17.27027027027027,With Neoantigen
PAGE2B,5.254838709677419,Without Neoantigen
PAGR1,32.32432432432432,Without Neoantigen
PAH,1.7071428571428573,Without Neoantigen
PAICS,216.05405405405406,Without Neoantigen
PAK1,48.13513513513514,With Neoantigen
PAK1IP1,79.62162162162163,Without Neoantigen
PAK2,125.1891891891892,With Neoantigen
PAK3,12.678787878787878,With Neoantigen
PAK4,46.270270270270274,Without Neoantigen
PAK6,3.3666666666666663,Without Neoantigen
PALD1,11.005555555555556,Without Neoantigen
PALLD,34.424324324324324,Without Neoantigen
PALM2AKAP2,0.2,Without Neoantigen
PALM3,12.5,Without Neoantigen
PALMD,9.650000000000002,Without Neoantigen
PAM,102.10810810810811,With Neoantigen
PAMR1,1.8433333333333335,Without Neoantigen
PAN3,31.35135135135135,Without Neoantigen
PANK1,9.162162162162161,Without Neoantigen
PANK3,72.0,Without Neoantigen
PANX1,68.72972972972973,With Neoantigen
PANX2,26.64324324324324,Without Neoantigen
PANX3,0.5142857142857142,With Neoantigen
PAPLN,5.754054054054055,Without Neoantigen
PAPOLA,91.05405405405405,Without Neoantigen
PAPOLB,0.13333333333333336,Without Neoantigen
PAPOLG,15.18918918918919,With Neoantigen
PAPPA,0.7513513513513513,With Neoantigen
PAPPA2,0.7249999999999999,With Neoantigen
PAPSS1,107.70270270270271,Without Neoantigen
PAPSS2,22.47837837837838,Without Neoantigen
PAQR4,53.270270270270274,Without Neoantigen
PAQR6,10.35135135135135,Without Neoantigen
PAQR8,12.783783783783784,With Neoantigen
PAQR9,2.2294117647058824,With Neoantigen
PARD3,37.67567567567568,With Neoantigen
PARD3B,6.793939393939394,With Neoantigen
PARD6B,5.527027027027027,Without Neoantigen
PARD6G,15.24054054054054,With Neoantigen
PARL,17.972972972972972,Without Neoantigen
PARP10,8.405405405405405,Without Neoantigen
PARP11,7.772222222222222,Without Neoantigen
PARP12,14.697222222222223,With Neoantigen
PARP14,14.97837837837838,With Neoantigen
PARP15,0.225,Without Neoantigen
PARP3,11.783783783783784,Without Neoantigen
PARP4,45.891891891891895,Without Neoantigen
PARP6,46.567567567567565,Without Neoantigen
PARP8,8.08888888888889,Without Neoantigen
PARP9,10.872222222222222,Without Neoantigen
PARS2,12.486486486486486,With Neoantigen
PARVG,3.873076923076923,Without Neoantigen
PASD1,7.1850000000000005,With Neoantigen
PASK,31.945945945945947,With Neoantigen
PATE1,0.2058823529411765,Without Neoantigen
PATL1,85.1891891891892,With Neoantigen
PATZ1,56.648648648648646,With Neoantigen
PAX1,2.4555555555555557,With Neoantigen
PAX3,1.735,With Neoantigen
PAX4,6.9529411764705875,Without Neoantigen
PAX5,25.91111111111111,Without Neoantigen
PAX6,6.338235294117647,Without Neoantigen
PAX7,0.2285714285714286,With Neoantigen
PAX8,2.1724137931034484,Without Neoantigen
PAXBP1,80.62162162162163,With Neoantigen
PAXIP1,23.81081081081081,Without Neoantigen
PBDC1,72.72972972972973,With Neoantigen
PBOV1,0.136,With Neoantigen
PBRM1,60.027027027027025,With Neoantigen
PBX1,22.27567567567568,Without Neoantigen
PBXIP1,48.189189189189186,Without Neoantigen
PC,21.324324324324323,With Neoantigen
PCCB,46.13513513513514,Without Neoantigen
PCDH1,8.597297297297297,With Neoantigen
PCDH10,16.400000000000002,With Neoantigen
PCDH11X,3.0705882352941174,With Neoantigen
PCDH11Y,0.8333333333333334,With Neoantigen
PCDH12,1.0837837837837838,With Neoantigen
PCDH15,0.4666666666666666,With Neoantigen
PCDH17,9.942857142857143,With Neoantigen
PCDH18,5.748387096774195,Without Neoantigen
PCDH19,7.814705882352943,Without Neoantigen
PCDH7,7.3545454545454545,With Neoantigen
PCDH8,6.730303030303031,With Neoantigen
PCDH9,13.551428571428572,Without Neoantigen
PCDHA1,2.0,Without Neoantigen
PCDHA10,1.9166666666666667,With Neoantigen
PCDHA11,3.1212121212121215,Without Neoantigen
PCDHA12,1.4361111111111111,With Neoantigen
PCDHA2,2.4542857142857137,With Neoantigen
PCDHA3,2.034285714285714,With Neoantigen
PCDHA4,1.4333333333333333,With Neoantigen
PCDHA5,0.8354838709677422,Without Neoantigen
PCDHA6,1.9,With Neoantigen
PCDHA7,1.1235294117647057,With Neoantigen
PCDHA8,0.8909090909090909,Without Neoantigen
PCDHA9,1.3035714285714286,With Neoantigen
PCDHAC1,2.95,Without Neoantigen
PCDHB1,0.484,With Neoantigen
PCDHB10,5.616666666666667,With Neoantigen
PCDHB11,6.332432432432433,With Neoantigen
PCDHB12,4.002702702702703,With Neoantigen
PCDHB13,5.08918918918919,With Neoantigen
PCDHB14,9.57837837837838,Without Neoantigen
PCDHB15,2.608333333333333,With Neoantigen
PCDHB16,4.947222222222222,Without Neoantigen
PCDHB2,14.841666666666665,With Neoantigen
PCDHB3,6.337142857142857,Without Neoantigen
PCDHB4,6.171428571428572,With Neoantigen
PCDHB5,17.45405405405405,With Neoantigen
PCDHB6,2.0823529411764707,With Neoantigen
PCDHB7,1.905555555555556,With Neoantigen
PCDHB8,5.38611111111111,With Neoantigen
PCDHGA1,2.1805555555555554,With Neoantigen
PCDHGA10,1.337837837837838,With Neoantigen
PCDHGA11,0.6333333333333333,With Neoantigen
PCDHGA12,0.34411764705882353,With Neoantigen
PCDHGA2,0.8228571428571428,With Neoantigen
PCDHGA3,1.3333333333333335,With Neoantigen
PCDHGA4,2.0083333333333333,With Neoantigen
PCDHGA6,2.002702702702703,With Neoantigen
PCDHGA7,0.8166666666666665,With Neoantigen
PCDHGA8,0.24000000000000002,Without Neoantigen
PCDHGB1,2.7171428571428575,With Neoantigen
PCDHGB2,4.305405405405405,Without Neoantigen
PCDHGB3,1.7621621621621626,With Neoantigen
PCDHGB4,0.30857142857142855,With Neoantigen
PCDHGB6,2.0885714285714285,With Neoantigen
PCDHGB7,5.0540540540540535,With Neoantigen
PCDHGC3,13.527027027027026,Without Neoantigen
PCDHGC4,5.9,With Neoantigen
PCDHGC5,0.7472222222222222,Without Neoantigen
PCED1B,2.5387096774193547,With Neoantigen
PCF11,36.75675675675676,With Neoantigen
PCGF2,41.37837837837838,With Neoantigen
PCGF5,33.891891891891895,Without Neoantigen
PCID2,60.5945945945946,With Neoantigen
PCK1,0.7227272727272728,With Neoantigen
PCLO,18.91891891891892,With Neoantigen
PCM1,71.51351351351352,Without Neoantigen
PCMTD1,22.7027027027027,With Neoantigen
PCNA,1038.081081081081,Without Neoantigen
PCNT,59.5945945945946,With Neoantigen
PCOLCE,25.805405405405406,Without Neoantigen
PCOLCE2,16.519444444444446,Without Neoantigen
PCP4L1,5.415625,Without Neoantigen
PCSK1,166.70833333333334,With Neoantigen
PCSK2,81.10571428571428,With Neoantigen
PCSK4,5.105555555555555,Without Neoantigen
PCSK5,3.5870967741935487,With Neoantigen
PCSK6,2.7324324324324323,Without Neoantigen
PCSK7,9.243243243243244,Without Neoantigen
PCSK9,3.6485714285714286,Without Neoantigen
PCTP,5.148387096774194,With Neoantigen
PCYOX1,52.513513513513516,Without Neoantigen
PDC,33.24324324324324,Without Neoantigen
PDCD11,62.351351351351354,Without Neoantigen
PDCD2L,38.91891891891892,With Neoantigen
PDCD4,57.54054054054054,Without Neoantigen
PDCD6,48.108108108108105,Without Neoantigen
PDCD7,38.945945945945944,Without Neoantigen
PDCL,64.45945945945945,Without Neoantigen
PDE10A,4.82,With Neoantigen
PDE11A,2.0272727272727273,With Neoantigen
PDE1A,10.04054054054054,With Neoantigen
PDE1B,0.5055555555555555,Without Neoantigen
PDE1C,6.2558823529411764,With Neoantigen
PDE2A,9.754054054054055,Without Neoantigen
PDE3A,2.4461538461538463,Without Neoantigen
PDE3B,9.994444444444444,With Neoantigen
PDE4A,6.4270270270270276,Without Neoantigen
PDE4B,5.5771428571428565,With Neoantigen
PDE4C,0.45199999999999996,Without Neoantigen
PDE4D,7.202702702702703,Without Neoantigen
PDE4DIP,9.016216216216215,With Neoantigen
PDE6A,1.240740740740741,With Neoantigen
PDE6B,9.658333333333335,Without Neoantigen
PDE6D,33.24324324324324,With Neoantigen
PDE7A,50.729729729729726,With Neoantigen
PDE7B,1.2827586206896553,Without Neoantigen
PDE8B,2.8378378378378377,With Neoantigen
PDE9A,13.517142857142858,With Neoantigen
PDGFB,3.3,Without Neoantigen
PDGFC,16.811111111111114,Without Neoantigen
PDGFD,11.812903225806451,Without Neoantigen
PDGFRA,3.759259259259259,With Neoantigen
PDGFRB,4.8826086956521735,With Neoantigen
PDHA2,0.1,With Neoantigen
PDHX,53.189189189189186,With Neoantigen
PDIA2,5.332432432432433,With Neoantigen
PDIA4,259.2162162162162,Without Neoantigen
PDIA5,30.324324324324323,With Neoantigen
PDIA6,218.21621621621622,With Neoantigen
PDILT,0.825,With Neoantigen
PDK1,13.35135135135135,With Neoantigen
PDLIM3,4.106060606060606,Without Neoantigen
PDLIM5,19.362162162162164,With Neoantigen
PDP2,16.35135135135135,Without Neoantigen
PDPK1,16.0,Without Neoantigen
PDPN,2.105263157894737,With Neoantigen
PDPR,24.7027027027027,With Neoantigen
PDS5A,71.45945945945945,Without Neoantigen
PDS5B,23.135135135135137,Without Neoantigen
PDXDC1,68.02702702702703,With Neoantigen
PDXP,6.648648648648648,Without Neoantigen
PDYN,1.8800000000000001,Without Neoantigen
PDZD2,1.7135135135135136,Without Neoantigen
PDZD3,0.32999999999999996,Without Neoantigen
PDZD4,80.67837837837837,Without Neoantigen
PDZD7,4.824324324324325,Without Neoantigen
PDZD8,23.2972972972973,Without Neoantigen
PDZK1,0.754054054054054,With Neoantigen
PDZRN3,21.022222222222226,Without Neoantigen
PDZRN4,1.7958333333333336,With Neoantigen
PEAK1,9.864864864864865,With Neoantigen
PEAR1,1.5030303030303034,Without Neoantigen
PEBP4,0.10000000000000002,Without Neoantigen
PEF1,90.24324324324324,Without Neoantigen
PEG3,68.70357142857141,With Neoantigen
PELI2,51.233333333333334,Without Neoantigen
PELP1,64.16216216216216,Without Neoantigen
PEPD,56.16216216216216,With Neoantigen
PER1,11.378378378378379,With Neoantigen
PER2,12.513513513513514,With Neoantigen
PES1,73.13513513513513,Without Neoantigen
PET117,19.35135135135135,With Neoantigen
PEX1,27.675675675675677,With Neoantigen
PEX10,17.83783783783784,Without Neoantigen
PEX11B,55.83783783783784,Without Neoantigen
PEX14,34.5945945945946,With Neoantigen
PEX16,26.56756756756757,Without Neoantigen
PEX26,15.108108108108109,With Neoantigen
PEX5,60.5945945945946,Without Neoantigen
PEX5L,38.862162162162164,With Neoantigen
PEX6,46.4054054054054,Without Neoantigen
PFAS,57.78378378378378,With Neoantigen
PFDN5,148.48648648648648,With Neoantigen
PFKFB1,1.6405405405405407,With Neoantigen
PFKFB2,36.810810810810814,Without Neoantigen
PFKFB3,29.221621621621622,With Neoantigen
PFKL,57.972972972972975,With Neoantigen
PFKP,121.24324324324324,Without Neoantigen
PFN1,606.2972972972973,Without Neoantigen
PGA3,,With Neoantigen
PGAM4,0.49444444444444446,Without Neoantigen
PGAM5,104.83783783783784,Without Neoantigen
PGAP2,30.027027027027028,Without Neoantigen
PGAP3,20.37837837837838,Without Neoantigen
PGBD1,27.08108108108108,Without Neoantigen
PGBD2,10.38888888888889,With Neoantigen
PGBD4,4.918918918918919,Without Neoantigen
PGBD5,29.124324324324323,With Neoantigen
PGD,296.43243243243245,With Neoantigen
PGF,11.075675675675676,Without Neoantigen
PGK1,433.1621621621622,Without Neoantigen
PGK2,0.1888888888888889,With Neoantigen
PGLS,29.83783783783784,Without Neoantigen
PGLYRP2,0.1,With Neoantigen
PGLYRP3,0.30000000000000004,Without Neoantigen
PGM1,50.648648648648646,Without Neoantigen
PGM2,47.351351351351354,Without Neoantigen
PGM5,3.370967741935484,With Neoantigen
PGR,1.8875,With Neoantigen
PGRMC2,62.45945945945946,With Neoantigen
PGS1,42.67567567567568,Without Neoantigen
PHACTR1,8.518918918918919,Without Neoantigen
PHACTR2,7.908333333333333,Without Neoantigen
PHB,162.86486486486487,With Neoantigen
PHC1,22.35135135135135,With Neoantigen
PHEX,5.243243243243243,Without Neoantigen
PHF11,4.1378378378378375,Without Neoantigen
PHF12,24.783783783783782,With Neoantigen
PHF13,59.270270270270274,Without Neoantigen
PHF14,42.16216216216216,With Neoantigen
PHF19,51.810810810810814,Without Neoantigen
PHF2,75.89189189189189,With Neoantigen
PHF20,44.2972972972973,With Neoantigen
PHF20L1,19.243243243243242,With Neoantigen
PHF21A,27.2972972972973,Without Neoantigen
PHF21B,33.55833333333333,With Neoantigen
PHF23,54.054054054054056,Without Neoantigen
PHF3,50.78378378378378,With Neoantigen
PHF8,62.054054054054056,Without Neoantigen
PHGDH,95.83783783783784,Without Neoantigen
PHGR1,4.530434782608695,Without Neoantigen
PHIP,73.8108108108108,With Neoantigen
PHKA1,34.108108108108105,Without Neoantigen
PHKA2,22.2972972972973,Without Neoantigen
PHKB,28.486486486486488,With Neoantigen
PHKG1,3.108108108108108,Without Neoantigen
PHKG2,15.972972972972974,Without Neoantigen
PHLDB1,13.754054054054054,Without Neoantigen
PHLDB2,10.980555555555556,With Neoantigen
PHLDB3,7.262162162162162,With Neoantigen
PHLPP1,20.72972972972973,With Neoantigen
PHLPP2,12.91891891891892,With Neoantigen
PHOSPHO1,1.524137931034483,Without Neoantigen
PHOSPHO2,17.89189189189189,Without Neoantigen
PHOX2A,0.7461538461538463,With Neoantigen
PHRF1,66.48648648648648,With Neoantigen
PHTF2,52.054054054054056,With Neoantigen
PHYH,20.2972972972973,Without Neoantigen
PHYHIP,4.297058823529412,Without Neoantigen
PHYHIPL,29.50857142857143,Without Neoantigen
PI3,1.378787878787879,Without Neoantigen
PI4K2A,19.486486486486488,Without Neoantigen
PI4K2B,32.054054054054056,Without Neoantigen
PI4KA,59.78378378378378,With Neoantigen
PI4KB,63.2972972972973,Without Neoantigen
PIAS1,21.08108108108108,Without Neoantigen
PIAS2,16.027027027027028,With Neoantigen
PIAS3,51.729729729729726,With Neoantigen
PIAS4,39.729729729729726,Without Neoantigen
PIEZO1,20.537837837837838,With Neoantigen
PIEZO2,8.6,With Neoantigen
PIGF,12.27027027027027,Without Neoantigen
PIGG,20.35135135135135,Without Neoantigen
PIGK,30.43243243243243,Without Neoantigen
